Name,Type,Climate,Terrain,Frequency,Organization,Activity Cycle,Diet,Intelligence,% in Lair,Treasure,Alignment,No. Appearing,AC,Movement,HD,Thac0,No. Attacks,Damage,Special Attack,Special Defence,MR,Size,Morale,Psionic Ability,A/D Modees,Level,XP,Source,Edition
Lizard Man,Humanoid,N/A,N/A,Rare,N/A,N/A,N/A,Low to Average (5-10),30%,D,N,10-40,5 (4),"6, Sw 12",2+1,N/A,3,1-2(x2)/1-8,Special,Nil,Standard,M (7'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Lizard Man,Humanoid,Temperate to Tropical,Swamps,Rare,Tribe,Any,Special,Low (5-7),N/A,D,N,8-15,5,"6, Sw 12",2+1,19,3,1-2(x2)/1-6,Nil,Nil,Nil,M (7'),14,Nil,Nil,N/A,65-270 (shaman 175-975),TSR 2140 - Monstrous Manual (Second Edition),2e
Lizard Man - Bakali,Humanoid,Subtropical and Tropical,Swamps,Very Rare,Tribe,Any,Omnivore,Average (8-10),N/A,"J,K",N(E),1-10,7,"9, Sw 9",2+1,19,3 or 1,1-2(x2)/1-6 or 1-4 or weapon,Squirt Blood,Special,Nil,M (6-8'),15,Nil,Nil,N/A,175,"TSR 2105 - Monstrous Compendium, Dragonlance",2e
Lizard Man - Jarak Sinn,Humanoid,Temperate to Tropical,Swamps,Rare,Tribe,Any,Omnivore,Low (5-7),N/A,D,N(E),10-40,5,"6, Sw 12",2+1,19,3 or 1,1-2(x2)/1-6 or 1-4 or weapon,Venom,Special,Nil,L (7'),13,Nil,Nil,N/A,270,"TSR 2105 - Monstrous Compendium, Dragonlance",2e
Lizard Man - Lizard King,Humanoid,Temperate to Tropical,Swamps,Very Rare,Tribe,Any,Special,Average (8-10),N/A,E,CE,1,3,"9, Sw 15",8,13,1,5-20,Skewer,Nil,Nil,L (8'),16,Nil,Nil,N/A,975,TSR 2140 - Monstrous Manual (Second Edition),2e
Lizard Man - Vampiric,Undead,N/A,N/A,Very Rare,N/A,N/A,N/A,High (13-14),25%,"P,Y",CE,1,1,"12, Sw 18",6+2,N/A,1,5-10,Energy drain,+1 to hit,As vampire,L,N/A,Nil,Nil,???,???,TSR 9055 - I2 - Tomb of the Lizard King,1e
Lizard Man (Athas),Humanoid,The Last Sea (Athas),Any,Rare,Tribe,Any,Omnivore,Average (8-10),N/A,D,N,8-15,4,"6, Sw 12",2+1,19,1,2-7,Nil,Nil,Nil,M (7'),11,Varies,Varies,N/A,65 to 975,TSR 2444 - Mind Lords of the Last Sea,2e
Lizard Man (Athas) - Lizard King,Humanoid,The Last Sea (Athas),Any,Unique,Tribe,Any,Omnivore,Very (11-12),N/A,E,N,1,3,"9, Sw 15",8,13,1,5-20,Nil,Nil,Nil,L (8'),13,Varies,Varies,N/A,975,TSR 2444 - Mind Lords of the Last Sea,2e
Lizard-kin - Cayma,Monstrous Humanoid,Temperate and Subtropical,Forests and Swamps,Uncommon,Village,Any,Omnivore,Average (8-10),N/A,K,N,10-60,7,9,2,19,1,1-3 or by weapon,Surprise,Stealth,Nil,S (1'),8-10,Nil,Nil,N/A,65 to 1400,"TSR 2524 - Monstrous Compendium, Savage Coast Appendix",2e
Lizard-kin - Cayman,Monstrous Humanoid,Temperate and Subtropical,Forests and Swamps,Uncommon,Village,Any,Omnivore,Average (8-10),N/A,K,N,10-60,7,9,2,19,1,1-3 or by weapon,Surprise,Stealth,Nil,S (1'),9,Nil,Nil,N/A,65 to 175,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Lizard-kin - Chameleon Man,Monstrous Humanoid,Non-Arctic,"Forests, Plains, and Subterranean",Rare,Clan,Any,Omnivore,Average (8-10),N/A,"E (Q,S)",N,2-8,10,12,2,19,1,By weapon,Dimensional Door,Nil,Nil,M (7'),10,Nil,Nil,N/A,120 to 420,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Lizard-kin - Gator Man,Monstrous Humanoid,Temperate and Subtropical,Swamps,Rare,Village,Night,Carnivore,Low (5-7),N/A,M,CE,1-6,3,"12, Sw 18",7,13,2,2-8 and by weapon +2,Nil,Nil,Nil,L (8'),15,Nil,Nil,N/A,420 to 650,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Lizard-kin - Gurrash,Monstrous Humanoid,Any,Bayous,Rare,Village,Any,Carnivore,Low (5-7),N/A,M,CE,1-6,5,"12, Sw 18",3,17,3,1-4(x2)/2-8 or by weapon,Tail slap; Drown,Nil,Nil,L (8'),13-14,Nil,Nil,N/A,420 (Legacy: 650),"TSR 2524 - Monstrous Compendium, Savage Coast Appendix",2e
Lizard-kin - Krolli,Monstrous Humanoid,Any,Hills and Mountains,Rare,Community,Any,Omnivore,Average to Very (8-12),N/A,M (A),Any,1-20,3 (2),"10, Fl 18 ( C)",3,17,3 or 4,2-9(x2)/2-7 or by weapon,Airborne attack,Acute sense,Nil,L (7-8'),13-14,Nil,Nil,N/A,270 (Legacy: 420),"TSR 2524 - Monstrous Compendium, Savage Coast Appendix",2e
Lizard-kin - Shazak,Monstrous Humanoid,Temperate and Subtropical,Forests and Swamps,Rare,Tribe,Any,Omnivore,Average (8-10),N/A,K (A),N,3-18,5,9,3,17,3,1-2(x2)/1-6 or by weapon,Nil,Nil,Nil,M (6'),13-14,Nil,Nil,N/A,65 (Legacy: 120),"TSR 2524 - Monstrous Compendium, Savage Coast Appendix",2e
Lizard-kin - Sis'thik,Monstrous Humanoid,Subtropical and Tropical,Deserts,Rare,Tribe,Any,Omnivore,Average (8-10),N/A,A,NE,3-18,4 (5),9,3+3,17,1 or 3,1-6/1-3 or by weapon +2,Nil,Nil,Nil,M (6'),13,Nil,Nil,N/A,175 to 975,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Lizardman - Malatran,Humanoid,Tropical,Swamps and Forests,Rare,Tribe,Any,Special,Low to Average (5-10),N/A,D,N,8-15,5,"6, Sw 12",2+1,19,3 or 1,1-2(x2)/1-6 or by weapon,Nil,Nil,Nil,M (7'),14,Nil,Nil,N/A,65,Polyhedron121,2e
Lizardman - Malatran - Lizard King,Humanoid,Tropical,Swamps and Forests,Very Rare,Tribe,Any,Special,Average (8-10),N/A,E,CN,1,3,"9, Sw 15",8,13,1,5-20,Nil,Nil,Nil,L (8'),16,Nil,Nil,N/A,975,Polyhedron121,2e
Locathah,Humanoid,N/A,N/A,Rare,N/A,N/A,N/A,Very (11-12),10%,A,N,20-200,6,12,2,N/A,1,By weapon,Nil,Nil,Standard,M,N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Locathah,Humanoid,Subtropical and Tropical,Costal Waters,Rare,Clan,Any,Omnivore,Very (11-12),N/A,A,N,20-200,6,"1, Sw 12",2,19,1,By weapon,Nil,Nil,Nil,M (5'+),9,Nil,Nil,N/A,35,TSR 2140 - Monstrous Manual (Second Edition),2e
Lock Lurker,Vermin,N/A,N/A,Rare,N/A,N/A,N/A,Low (5-7),Special,"A,H,O, or Z",N,1,3,8,1+3,N/A,1,2 or 6-9,Paralyzing venom in sting,Nil,Standard,"S (1"")",N/A,Nil,Nil,???,???,Dragon139,1e
Lock Lurker,Monster,Any,Land,Rare,Solitary,Any,Carnivore,Low (5-7),N/A,Nil,N,1,3,9,1+3,19,1,1 or 6-9,Paralyzing venom,Partial etherealness,Nil,"T (1"")",13-14,Nil,Nil,N/A,175,"TSR 2145 - Monstrous Compendium Annual, Volume One",2e
Lolth (Demon Queen of Spiders),Outsider,N/A,N/A,Very Rare,N/A,N/A,N/A,Godlike (21+),25%,"Qx5,R,Xx3",CE,1,-10 (-2),"1, Wb 9",16 (66 hp),N/A,1 + special,4-16 + poison and webs,Special,+1 to hit; Special,70%,L or M,N/A,266,All/All,X,12470 (10x for destroying),TSR 9035 - Q1 - Queen of the Demonweb Pits,1e
Losel,Humanoid,Non-Tropical,Forests,Rare,Tribe/Troupe,Night,Omnivore,Low (5-7),N/A,(Ox10),LE(N),3-30,7,"6, Cl 9",2,19,3,1-3(x2)/1-4,Nil,Climbing,Nil,M (6'),5,Nil,Nil,N/A,35 (Leader: 120),TSR 1064 - From the Ashes,2e
Lost Souls,Undead,The Nightmare Lands (Ravenloft),Any,Uncommon,Solitary,Any,Special,Low (5-7),N/A,O,CE,1,7,6,4+4,17,4,1-4(x4),Bite; Fear,Regeneration,Nil,M (6'),12,Nil,Nil,N/A,975,TSR 1124 - The Nightmare Lands,2e
Loxo,Monstrous Humanoid,Temperate to Tropical,Grasslands,Very Rare,Herd,Day,Herbivore,Low to Exceptional (5-16),N/A,U (Z),N,10-60,6,12,4+4,15,2,2-12(x2) or by weapon,Trample; Berserker rage,Possible spell use,Nil,L (8'),15,Nil,Nil,N/A,650 to 2000,"TSR 2125 - Monstrous Compendium, Forgotten Realms Appendix II",2e
Loxo,Monstrous Humanoid,Temperate to Tropical,Grasslands,Very Rare,Herd,Day,Herbivore,Low to Exceptional (5-16),N/A,U (Z),N,10-60,6,12,4+4,15,2,2-12(x2) or by weapon,Trample; Berzerker rage,Spells,Nil,L (8'),15-16,Nil,Nil,N/A,650 to 2000,"TSR 2145 - Monstrous Compendium Annual, Volume One",2e
Lumineaux,Monster,Phlogiston,Any,Very Rare,Solitary,Any,Special,Exceptional (15-16),N/A,Nil,Unknown,1-2,2,18,20,Nil,Nil,Special,Special,Special,50%,G,17,Nil,Nil,N/A,9000,"TSR 2109 - Monstrous Compendium, Spelljammer Appendix",2e
Lung Wang (Sea Dragon),Dragon,Temperate to Tropical,Oceans,Very Rare,Solitary,Any,Special,Very (11-12),N/A,Special,N,1,-2 (base),"3, Sw 12",15 (base),5 (base),3 + special,1-12(x2)/3-36,Breath weapon; Magical abilities,Varies,Varies,G (40' base),18,Nil,Nil,N/A,2000 to 18000,"TSR 2104 - Monstrous Compendium, Forgotten Realms Appendix",2e
Lupasus,Magical Beast,Any,Steppes,Uncommon,Pack,Any,Carnivore,Low (5-7),N/A,Nil,N,4-16,6,"18, Fl 36 (C, D mounted)",5+5,15,1,2-12,Nil,Nil,Nil,L (8'),13-14,Nil,Nil,N/A,420 (Legacy: 650),"TSR 2524 - Monstrous Compendium, Savage Coast Appendix",2e
Lupin,Humanoid,Temperate,Any,Common,Band,Any,Carnivore,Average (8-10),N/A,K,Any (G),2-12,10,12,2,19,1,By weapon,Nil,Detect invisibility,Nil,M (5-7'),8-10,Nil,Nil,N/A,65 (Legacy: 120),"TSR 2524 - Monstrous Compendium, Savage Coast Appendix",2e
Lupin,Humanoid,Any,Forests and Plains,Rare,Tribe,Night,Carnivore,Average (8-10),N/A,C,G,2-12,10 (8),12,2,19,1,By weapon,Nil,Nil,Nil,M (5-6'),12,Nil,Nil,N/A,65,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Lurker,Monster,Any,Subterranean,Uncommon,Solitary,Any,Omnivore,Non (0),N/A,"C,Y",N,1 (1-4),6,"1, Fl 9 (B)",10,11,1,1-6,Special,Nil,Nil,H (20'),11,Nil,Nil,N/A,2000,TSR 2140 - Monstrous Manual (Second Edition),2e
Lurker - Above,Monster,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),50%,"C,Y",N,1 (1-4),6,"1, Fl 9",10,N/A,1,1-6,Special,Nil,Standard,L (20'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Lurker - Forest,Monster,Any,Forests,Rare,Solitary,Any,Carnivore,High (13-14),N/A,G,N,1,4,"3, Br 6",10,11,1,Special,Special,Nil,Nil,H (20'),11,Nil,Nil,N/A,3000,TSR 2140 - Monstrous Manual (Second Edition),2e
Lurker - Shadow,Undead,Any,Subterranean,Rare,Solitary,Night,Special,Low (5-7),N/A,Nil,CE,1,4,"3, Fl 9 (B)",5+3,15,1,2-8,Strength drain,+1 to hit,Nil,H (20'),15,Nil,Nil,N/A,1400,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Lurker - Trapper,Monster,Any,Subterranean,Rare,Solitary,Any,Carnivore,High (13-14),N/A,G,N,1,3,3,12,9,4+,Special,Special,Nil,Nil,H (20-30'),11,Nil,Nil,N/A,3000,TSR 2140 - Monstrous Manual (Second Edition),2e
Lutum (Mud Woman),Monster,Any,Any,Rare,Solitary or Clan,Any,Special,Exceptional (15-16),N/A,"P,Q (D)",LE,1 (1-8),7 (base),"12, Rolling: 18",6,15,1 or 3,1-6(x2)/1-8 or by weapon,Smothering; Spells,Special,Nil,M-L (5-7'),14,Nil,Nil,N/A,2000,"TSR 2109 - Monstrous Compendium, Spelljammer Appendix",2e
Lycanthrope - Foxwoman,Humanoid,N/A,N/A,Very Rare,N/A,N/A,N/A,Average to Exceptional (8-16),25%,"E,Qx5,S",CE,1,"2, 4, or 6","24, 18, or 12",8+1,N/A,1,"1-2, 2-12, or By weapon",Charm; Spells,+1 or silver to hit,Standard,M,N/A,Nil,Nil,VII,1700+12,TSR 2016 - Monster Manual II (First Edition),1e
Lycanthrope - Loup du Noir,Humanoid,Any,Boreal forests or Plains,Very Rare,Pack,Night,Carnivore,Average (8-10),N/A,D,CE,1-6,3,15,6+3,13,1,2-12 or by weapon,Seize throat,+1 or silver to hit; Special,Nil,M (6'),13-14,Nil,Nil,N/A,1400,"TSR 2145 - Monstrous Compendium Annual, Volume One",2e
Lycanthrope - Loup-garou - Lowland,Humanoid,Temperate,Forests and Hills,Very Rare,Pack,Night,Carnivore,High (13-14),N/A,"K,M",CE,2-12,4,"12, 15, or 18",5+4,15,3 or 1,1-4(x2)/2-8 or 2-8,Surprise,+1 or silver to hit,20%,M (6-7'),13-14,Nil,Nil,N/A,2000,"TSR 2153 - Monstrous Compendium, Ravenloft Appendix III",2e
Lycanthrope - Loup-garou - Mountain,Humanoid,Temperate,Hills and Mountains,Very Rare,Pack,Night,Carnivore,High (13-14),N/A,R,CE,3-12,3,"12, 15, or 18",7,15,3 or 1,1-4(x2)/2-8 or 2-8,Surprise,+1 or gold to hit; Regeneration,40%,M (6-7'),13-14,Nil,Nil,N/A,4000,"TSR 2153 - Monstrous Compendium, Ravenloft Appendix III",2e
Lycanthrope - Lythari,Humanoid,Any,Sylvan Woodlands,Very Rare,Solitary or Pack,Night,Carnivore,Average to Very (8-12),N/A,Nil,CG,1 (2-12),6,18,4,17,1,2-8,Nil,+1 or Silver to hit,Nil,M (10'),7,Nil,Nil,N/A,420,"TSR 2173 - Monstrous Compendium Annual, Volume Four",2e
Lycanthrope - Seawolf - Greater,Humanoid,Any,N/A,Very Rare,N/A,N/A,N/A,Low to High (5-14),0%,Nil,CE,4-16,5,"9, Sw 27",9+2,N/A,1 or 2,3-12 or 1-2/by weapon,Nil,"+1, silver, or cold iron to hit",Standard,L (12-15') or M,N/A,Nil,Nil,VI,900+12,TSR 2016 - Monster Manual II (First Edition),1e
Lycanthrope - Seawolf - Greater,Humanoid,N/A,Salt Water,Very Rare,Pack,Any,Carnivore,Low to High (5-14),N/A,N,CE,4-16,5,"9, Sw 27",9+2,11,1 or 2,3-12 or 1-2 + weapon,Nil,"Hit only by silver, cold iron, or +1",Nil,L (12-15' long) or M,13-14,Nil,Nil,N/A,1400,TSR 2140 - Monstrous Manual (Second Edition),2e
Lycanthrope - Seawolf - Lesser,Humanoid,Any,N/A,Very Rare,N/A,N/A,N/A,Average (8-10),0%,Nil,NE,3-18,6 (7),"30, Sw 12",2+2,N/A,1 or 3,2-8 or 1-2(x2)/1-4,Nil,Nil,Standard,M (6-7'),N/A,Nil,Nil,II,60+3,TSR 2016 - Monster Manual II (First Edition),1e
Lycanthrope - Seawolf - Lesser,Humanoid,N/A,Salt Water,Very Rare,Pack,Any,Carnivore,Average (8-10),N/A,N,NE,3-18,6 (7),"12, Sw 30",2+2,19,1 (3),2-8 (1-2(x2)/1-4),Nil,Nil,Nil,M (6-7'),11-12,Nil,Nil,N/A,120,TSR 2140 - Monstrous Manual (Second Edition),2e
Lycanthrope - Werebadger,Humanoid,N/A,N/A,Very Rare,N/A,N/A,N/A,Low to Average (5-10),40%,C (no magic),N,1-4,6,9,3+2,N/A,3,1-6/1-3(x2),Nil,+1 or silver to hit,Standard,S,N/A,Nil,Nil,???,???,Dragon040,1e
Lycanthrope - Werebadger,Humanoid,Temperate,Hills and Subterranean,Very Rare,Solitary,Any,Carnivore,Average (8-10),N/A,"M,Q,V",CE,1,4,"6, Br 3",5,15,3 or 1,1-6(x2)/1-4 or by weapon,Berzerk frenzy,+1 or silver to hit,Nil,S (4'),13-14 or 19-20,Nil,Nil,N/A,650 to 975,"TSR 2145 - Monstrous Compendium Annual, Volume One",2e
Lycanthrope - Werebat,Humanoid,N/A,N/A,Rare,N/A,N/A,N/A,Varies,0%,All possible,Varies,1-2,7,"3, Fl 14 (C)",Varies,N/A,1,1-2,Bite causes weakness,Nil,Standard,M,N/A,Nil,Nil,???,???,Dragon090,1e
Lycanthrope - Werebat,Humanoid,Temperate,Forests,Rare,Flock,Night,Hemativore (Blood),Average (8-10),N/A,B,NE,1-4,5,"9, Fl 15 (D)",4+2,17,3,1-4(x2),Special,Silver or +1 to hit,Nil,M (6'),11-12,Nil,Nil,N/A,420,TSR 2140 - Monstrous Manual (Second Edition),2e
Lycanthrope - Werebat,Humanoid,Temperate,Forests,Rare,Flock,Night,Hemativore (Blood),Average (8-10),N/A,B,NE,1-4,5,"9, Fl 15 (D)",4+2,17,3,1-4(x2),Special,Special,Nil,M (6'),11-12,Nil,Nil,N/A,420,"TSR 2162 - Monstrous Compendium, Ravenloft Appendix I & II",2e
Lycanthrope - Werebat - Giant (Shadkyn),Giant,Any,Hilly woodlands and caves,Very Rare,Flock,Night,Carnivore,Average to Exceptional (8-16),N/A,"D,U",CE,1-4,5 (7 in bat form),"12, Fl 15 (D)",8+4,12,3,2-8(x2)/3-12,Sonic screech; -4 penalty to opponents surprise,+1 or silver to hit; Resist spells as elves,Nil,L (9-10'),11-12,Nil,Nil,N/A,1800,Dragon266,2e
Lycanthrope - Werebear,Humanoid,Cold or Temperate,N/A,Rare,N/A,N/A,N/A,Exceptional (15-16),10%,"R,T,X",CG,1-4,2,9,7+3,N/A,3,1-3(x2)/2-8,Special,+1 or silver to hit,Standard,L,N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Lycanthrope - Werebear,Humanoid,N/A,Any,Rare,Solitary,Night,Omnivore,Exceptional (15-16),N/A,"R,T,X",CG,1-4,2,9,7+3,13,3,1-3(x2)/2-8,Hug for 2-16,Silver or +1 to hit,Nil,L (6-9'),13-14,Nil,Nil,N/A,1400,TSR 2140 - Monstrous Manual (Second Edition),2e
Lycanthrope - Werebear - Giant (Polarwere),Giant,Arctic,Any,Very Rare,Solitary,Night,Carnivore,Low to Average (5-10),N/A,Z,NE,1,1,12,14,6,3,3-13(x2)/2-20,Cursh for 3-30; Hug for 4-16,+1 or silver to hit; Immune to cold,Nil,H (21'),13-14,Nil,Nil,N/A,8400,Dragon266,2e
Lycanthrope - Werebeaver,Humanoid,N/A,N/A,Unique,N/A,N/A,N/A,Average (8-10),0%,Nil,CG (CE),1,6,9,4+2,N/A,1,4-16,Nil,+1 or silver to hit,Standard,S-M,N/A,Nil,Nil,???,???,Dragon060,1e
Lycanthrope - Werebison,Humanoid,N/A,N/A,Very Rare,N/A,N/A,N/A,Low (5-7),0%,Nil,N,3-12,3,12,6+4,N/A,1,4-10,Nil,+1 or silver to hit,Standard,L,N/A,Nil,Nil,???,???,Dragon040,1e
Lycanthrope - Wereboar,Humanoid,Dry,N/A,Rare,N/A,N/A,N/A,Average (8-10),20%,"B,S",N,2-8,4,12,5+2,N/A,1,2-12,Special,+1 or silver to hit,Standard,L,N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Lycanthrope - Wereboar,Humanoid,N/A,Land,Rare,Tribe,Any,Omnivore,Average (8-10),N/A,"B,S",N,2-8,4,12,5+2,15,1,2-12 or by weapon,Nil,Silver or +1 to hit,Nil,M (5-6'),13,Nil,Nil,N/A,650,TSR 2140 - Monstrous Manual (Second Edition),2e
Lycanthrope - Werecamel,Monstrous Humanoid,N/A,Deserts,Rare,N/A,N/A,N/A,Average (8-10),20%,"B,S",N,1-4,7,21,6+6,N/A,1,2-8,Spitting,+1 or silver to hit,Standard,L,N/A,Nil,Nil,V,475+8,Polyhedron029,1e
Lycanthrope - Werecrocodile,Humanoid,Any,Deserts and Swamps,Rare,Pack,Day,Carnivore,Average (8-10),N/A,Nil,NE,1-3,1,"3, Sw 12",5+5,15,2,2-12/1-8,Control 1-3 crocodiles; Infection,+1 or silver to hit,Nil,M-L (5-12'),13-14,Nil,Nil,N/A,650 to 1400,"TSR 2166 - Monstrous Compendium Annual, Volume Three",2e
Lycanthrope - Werecrocodile,Humanoid,Any,Deserts and Swamps,Rare,Pack,Day,Carnivore,Average (8-10),N/A,Nil,NE,1-3,1,"3, Sw 12",5+5,15,2,2-12/1-8,Infection; Control 1-3 crocodiles,+1 or silver to hit,Nil,M-L (8-12'),13-14,Nil,Nil,N/A,650 to 1400,TSR 9274 - Old Empires,2e
Lycanthrope - Weredire,Humanoid,N/A,N/A,Very Rare,N/A,N/A,N/A,Low (5-7),15%,C,NE,1-6,5,15,5+5,N/A,1,1-8,Surprise,+1 or silver to hit,Standard,L,N/A,Nil,Nil,???,???,Dragon040,1e
Lycanthrope - Werefox (Foxwoman),Humanoid,Any,Any,Very Rare,Solitary,Night,Carnivore,Average to Exceptional (8-16),N/A,"E,Q(x5),S",CE,1,"2, 4, or 6","24, 18, or 12",8+1,13,1,"1-2, 2-12, or by weapon","Charm, Spells",Silver or +1 to hit,Special,M,13,Nil,Nil,N/A,2000,TSR 2140 - Monstrous Manual (Second Edition),2e
Lycanthrope - Werehyena,Humanoid,Tropical,Deserts and Plains,Uncommon,Pack,Day,Scavenger,Very (11-12),N/A,Qx10,NE,2-12,5,12,5+1,15,1,2-12 or by weapon,Special,+1 or iron to hit; Immune to enchantment/charm spells,Nil,M (5-6'),8-10,Nil,Nil,N/A,1400,"TSR 2129 - Monstrous Compendium, Al-Qadim Appendix",2e
Lycanthrope - Werejackal,Humanoid,Ravenloft,Har'Akir,Rare,Solitary,Night,Carnivore,Average to High (8-14),N/A,"K,M",LE,1,5,15,6,15,3,1-6(x2)/1-10,Special,+1 to hit,Nil,M,12,Nil,Nil,N/A,975 (cursed: 420),"TSR 2153 - Monstrous Compendium, Ravenloft Appendix III",2e
Lycanthrope - Werejaguar,Humanoid,N/A,N/A,Very Rare,N/A,N/A,N/A,Average (8-10),20%,(R),CE,1-12,3,15,5+3,N/A,3,1-3(x2)/1-8,Rake for 1-4(x2),+1 or silver to hit,Standard,M,N/A,Nil,Nil,???,???,Dragon070,1e
Lycanthrope - Werejaguar,Humanoid,N/A,N/A,Very Rare,N/A,N/A,N/A,High (13-14),5%,B,N,1-2,6,15,5+2,N/A,3 (5),1-8/1-3(x2),Rake for 2-5(x2); Leap; Surprise,+1 or silver to hit,Standard,M,N/A,Nil,Nil,???,???,Dragon040,1e
Lycanthrope - Werejaguar,Humanoid,Any,Jungles,Uncommon,Solitary,Night,Carnivore,Very (11-12),N/A,D,NE,1,4,15,5+2,15,3 or 1,1-3(x2)/2-8 or by weapon,Rear claw rake,+1 or obsidian to hit,Nil,M (6-7'),13-14,Nil,Nil,N/A,975,"TSR 2145 - Monstrous Compendium Annual, Volume One",2e
Lycanthrope - Werejaguar,Humanoid,Subtropical and Tropical,Jungles,Very Rare,Solitary,Any,Carnivore,Low to Very (5-12),N/A,U,CE,1,4,18,5+2,15,3,1-4(x2)/1-8,Rear claw rake (1-6x2); Leaping,+1 or silver to hit; Surprise,Nil,M (6'),13,Nil,Nil,N/A,2000,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Lycanthrope - Werejaguar,Humanoid,Any,Jungles,Rare,Tribe,Any,Carnivore,Average to High (8-14),N/A,Nil (I),LN,1 (3-18),5,18,5,15,3,1-4(x2)/1-6,Nil,+1 to hit,Nil,M,14,Nil,Nil,N/A,650 (cursed: 420),"TSR 2153 - Monstrous Compendium, Ravenloft Appendix III",2e
Lycanthrope - Werelagomorph (were-hare),Humanoid,Temperate,Any,Very Rare,Herd,Any,Herbivore,Low (5-7),N/A,Nil,CE,1-8,4 or 6,24 or 12,3 (3 hp or 24 hp),17,3 or 1,1(x2)/1-4 or by weapon,Diseased bite,+1 or silver to hit,Standard,S (2') or M (4.5'),5,Nil,Nil,N/A,175,Dragon156,2e
Lycanthrope - Wereleopard,Humanoid,N/A,N/A,Very Rare,N/A,N/A,N/A,Very (11-12),5%,"C,Qx5",N,1-2,6,12,4+2,N/A,3 (5),1-6/1-3(x2),Rake for 1-4(x2); Leap; Surprise,+1 or silver to hit,Standard,M,N/A,Nil,Nil,???,???,Dragon040,1e
Lycanthrope - Wereleopard,Humanoid,Arid,Mountains and Praries,Uncommon,Tribe,Any,Carnivore,Low to High (5-14),N/A,K (I),LN to E,3-18,5,18,5,15,3,1-4(x2)/1-6,Hamstring,Nil,Nil,M,12,Nil,Nil,N/A,650 (cursed: 420),"TSR 2153 - Monstrous Compendium, Ravenloft Appendix III",2e
Lycanthrope - Werelion,Humanoid,N/A,N/A,Very Rare,N/A,N/A,N/A,High (13-14),10%,"D,S",LN,1-6,5,15,6+3,N/A,3 (5),1-10/1-4(x2),Rake for 2-7(x2); Leap; Surprise,+1 or silver to hit,Standard,L,N/A,Nil,Nil,???,???,Dragon040,1e
Lycanthrope - Werelion,Humanoid,Subtropical,"Jungles, Plains, and Villages",Rare,Pride,Day,Carnivore,Average (8-10),N/A,"D,U",LE,2-8,7,"15, Jp 6",6+6,15,3,1-6(x2)/2-12,Leap; Rear claws for 2-8(x2),+1 or silver to hit; -2 on surprise rolls,Standard,M-L (6'),14,Nil,Nil,N/A,2000,"TSR 2129 - Monstrous Compendium, Al-Qadim Appendix",2e
Lycanthrope - Werepanther,Humanoid,Tropical,Hills and Mountains,Rare,Pride or Tribe,Any,Carnivore,Very (11-12),N/A,(C),LE,1-2 (2-8),4,12 or 15,5+1,15,2 or 3,By weapon(x2) or 1-3(x2)/1-4,Scarring; Rake (1-4(x2)),+1 or silver to hit,Nil,M (5-6'),14,Nil,Nil,N/A,420 (Lord: 3000+),"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Lycanthrope - Wereram,Humanoid,N/A,N/A,Very Rare,N/A,N/A,N/A,Average (8-10),20%,C,LG,2-12,6,9,4+1,N/A,1,2-8,Nil,+1 or silver to hit,Standard,M,N/A,Nil,Nil,???,???,Dragon040,1e
Lycanthrope - Wererat,Humanoid,Any,N/A,Uncommon,N/A,N/A,N/A,Very (11-12),30%,C,LE,4-24,6,12,3+1,N/A,1,1-8,Special,+1 or silver to hit,Standard,S-M,N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Lycanthrope - Wererat,Humanoid,N/A,Any,Uncommon,Pack,Night,Scavenger,Very (11-12),N/A,C,LE,4-24,6,12,3+1,17,1,By weapon,Nil,Silver or +1 to hit,Nil,S-M (3'-6'),11-12,Nil,Nil,N/A,270,TSR 2140 - Monstrous Manual (Second Edition),2e
Lycanthrope - Wererat - Lord,Humanoid,Any,Any,Very Rare,Pack,Night,Scavenger,High to Genius (13-18),N/A,"C,I",CE,4-24,6 (or better),12,3+1 (or better),Varies,1,By weapon,Surprise,+1 or silver to hit,Nil,S-M (3-6'),13-14,Nil,Nil,N/A,Varies,Dungeon062,2e
